agent_ID,neighb_code,age,sex,migrationbackground,hh_single,ischild,havechild,current_education,absolved_education,BMI,employed,edu_int,car_access,bike_habit,car_habit,transit_habit,incomeclass_int,SchedID,sex_male,Western,Non_Western,Dutch,HH_size,Nrchildren,student,EV_access2020,EV_access2025,EV_access2030
Agent_663723,BU03638102,72,female,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,0,1,5,Sched33_0,0,0,0,1,1,0,0,0,0,1
Agent_434537,BU03635200,74,male,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,0,5,Sched45_3,1,0,0,1,2,1,0,0,1,1
Agent_283684,BU03633405,40,male,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,1,Sched73_23,1,0,0,1,1,0,0,0,0,1
Agent_273604,BU03633305,5,male,Dutch,0,1,0,no_current_edu,0,normal_weight,1,1,0,1,0,0,9,SchedChild_1,1,0,0,1,2,0,0,0,0,0
Agent_616629,BU03637700,57,male,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,0,6,Sched61_40,1,0,0,1,5,3,0,0,1,1
Agent_381716,BU03634500,25,female,Dutch,1,0,0,high,high,normal_weight,1,3,0,1,0,0,9,Sched80_11,0,0,0,1,1,0,1,0,0,0
Agent_414186,BU03634805,46,female,Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,0,0,8,Sched49_124,0,1,0,0,2,0,0,0,0,0
Agent_219318,BU03632900,8,female,Non-Western,0,1,0,low,0,normal_weight,0,1,0,0,0,0,1,SchedChild_1,0,0,1,0,4,0,0,0,0,0
Agent_502719,BU03636000,49,female,Non-Western,0,0,0,no_current_edu,low,obese,1,1,0,0,0,0,5,Sched49_27,0,0,1,0,4,0,0,0,0,0
Agent_13159,BU03630202,44,male,Western,0,0,1,no_current_edu,high,obese,1,3,0,1,0,1,7,Sched77_56,1,1,0,0,2,1,0,0,0,0
Agent_89416,BU03631200,6,male,Non-Western,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,SchedChild_1,1,0,1,0,4,0,0,0,0,0
Agent_637494,BU03637801,48,female,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,6,Sched49_62,0,0,1,0,3,0,0,0,0,0
Agent_490563,BU03635700,63,female,Dutch,1,0,0,no_current_edu,middle,obese,1,2,0,1,0,1,10,Sched49_109,0,0,0,1,1,0,0,0,0,0
Agent_345908,BU03634101,21,female,Non-Western,0,0,0,middle,low,normal_weight,1,1,0,0,1,1,5,Sched0_13,0,0,1,0,2,0,0,0,0,0
Agent_661727,BU03638102,33,female,Non-Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,0,5,Sched85_11,0,0,1,0,3,1,0,0,0,0
Agent_135836,BU03631801,31,female,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,0,10,Sched81_30,0,1,0,0,1,0,0,0,0,0
Agent_359229,BU03634202,28,female,Non-Western,1,0,0,no_current_edu,high,normal_weight,0,3,0,1,0,1,1,Sched83_2,0,0,1,0,1,0,0,0,0,0
Agent_821120,BU03639403,32,female,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,1,Sched81_47,0,0,1,0,1,0,0,0,0,0
Agent_499083,BU03636000,13,female,Non-Western,0,1,0,low,0,normal_weight,0,1,0,1,0,1,1,Sched18_118,0,0,1,0,4,0,0,0,0,0
Agent_466268,BU03635503,26,female,Dutch,1,0,0,high,high,moderate_overweight,1,3,1,1,1,0,5,Sched80_4,0,0,0,1,1,0,1,0,0,1
Agent_748636,BU03638807,19,male,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,0,1,8,Sched9_1,1,0,0,1,4,0,0,0,0,0
Agent_113143,BU03631405,11,male,Western,0,1,0,low,0,moderate_overweight,0,1,1,0,0,0,1,Sched26_93,1,1,0,0,4,0,0,0,0,0
Agent_390911,BU03634700,37,male,Non-Western,0,0,1,no_current_edu,middle,normal_weight,0,2,1,1,1,0,3,Sched79_2,1,0,1,0,2,1,0,0,1,1
Agent_433826,BU03635200,54,male,Dutch,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,1,1,0,9,Sched61_66,1,0,0,1,2,1,0,0,1,1
Agent_226832,BU03632901,91,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,6,Sched33_3,0,0,0,1,1,0,0,0,0,0
Agent_340772,BU03634001,37,female,Non-Western,0,0,1,no_current_edu,middle,obese,1,2,0,1,1,1,6,Sched69_31,0,0,1,0,3,1,0,0,0,0
Agent_562568,BU03636902,63,male,Dutch,0,0,0,no_current_edu,low,obese,1,1,0,0,0,1,10,Sched57_45,1,0,0,1,3,0,0,0,0,0
Agent_252095,BU03633200,21,male,Non-Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,1,6,Sched9_13,1,0,1,0,1,0,0,0,0,0
Agent_442076,BU03635202,77,male,Western,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,1,6,Sched41_1,1,1,0,0,3,0,0,0,0,0
Agent_52890,BU03630607,29,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,0,0,8,Sched89_41,1,0,0,1,4,0,0,0,0,0
Agent_29406,BU03630407,70,male,Western,0,0,0,no_current_edu,high,obese,1,3,1,1,0,0,7,Sched41_0,1,1,0,0,3,0,0,0,0,0
Agent_93715,BU03631300,48,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,4,Sched49_7,0,0,0,1,3,0,0,0,0,0
Agent_412696,BU03634805,25,female,Non-Western,1,0,0,high,high,moderate_overweight,0,3,0,1,0,1,1,Sched82_0,0,0,1,0,1,0,1,0,0,0
Agent_767586,BU03639000,59,female,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,1,10,Sched49_105,0,0,0,1,1,0,0,0,0,0
Agent_715997,BU03638600,35,female,Non-Western,0,0,1,middle,low,normal_weight,1,1,0,1,0,1,10,Sched68_5,0,0,1,0,3,1,0,0,0,0
Agent_240335,BU03633100,34,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,7,Sched89_27,1,0,0,1,1,0,0,0,0,0
Agent_278694,BU03633307,59,female,Dutch,1,0,0,no_current_edu,low,moderate_overweight,1,1,0,1,0,0,9,Sched49_13,0,0,0,1,1,0,0,0,0,0
Agent_523830,BU03636500,13,female,Dutch,0,1,0,low,0,obese,0,1,1,1,0,0,2,Sched18_85,0,0,0,1,2,0,0,0,0,0
Agent_778407,BU03639100,73,male,Western,1,0,0,no_current_edu,high,obese,1,3,0,0,0,0,9,Sched41_9,1,1,0,0,1,0,0,0,0,0
Agent_864500,BU03639700,30,male,Non-Western,0,0,0,no_current_edu,low,obese,1,1,0,1,0,0,9,Sched89_25,1,0,1,0,3,0,0,0,0,0
Agent_818760,BU03639402,27,female,Non-Western,1,0,0,low,low,normal_weight,1,1,0,1,0,1,4,Sched80_11,0,0,1,0,1,0,0,0,0,0
Agent_548484,BU03636800,58,male,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,0,0,0,1,1,Sched61_39,1,0,0,1,3,1,0,0,0,0
Agent_687127,BU03638300,40,male,Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,0,1,0,2,Sched73_19,1,1,0,0,1,0,0,0,1,1
Agent_297991,BU03633505,38,female,Non-Western,0,0,1,no_current_edu,middle,moderate_overweight,1,2,0,1,0,1,10,Sched69_26,0,0,1,0,4,2,0,0,0,0
Agent_93423,BU03631300,55,female,Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,0,6,Sched49_77,0,1,0,0,4,0,0,0,0,0
Agent_302431,BU03633702,1,female,Non-Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,0,4,SchedBaby_0,0,0,1,0,3,0,0,0,0,0
Agent_148170,BU03632001,18,female,Western,0,0,0,low,middle,moderate_overweight,1,2,0,1,0,1,9,Sched0_9,0,1,0,0,4,0,0,0,0,0
Agent_44275,BU03630602,61,male,Western,0,0,1,no_current_edu,high,moderate_overweight,0,3,1,0,0,0,3,Sched63_0,1,1,0,0,2,1,0,0,0,1
Agent_676422,BU03638202,20,female,Western,0,0,0,high,middle,normal_weight,1,2,0,1,0,0,7,Sched0_31,0,1,0,0,4,0,1,0,0,0
Agent_579861,BU03637001,85,male,Western,0,0,1,no_current_edu,low,normal_weight,0,1,1,1,1,0,3,Sched47_0,1,1,0,0,2,1,0,0,0,1
Agent_837325,BU03639412,25,male,Non-Western,1,0,0,high,high,normal_weight,0,3,1,1,0,0,4,Sched90_4,1,0,1,0,1,0,1,0,0,1
Agent_847637,BU03639601,12,male,Non-Western,0,1,0,low,0,moderate_overweight,0,1,1,1,0,0,1,Sched26_58,1,0,1,0,4,0,0,0,0,0
Agent_329353,BU03633901,39,male,Non-Western,1,0,0,no_current_edu,middle,obese,0,2,1,0,0,0,2,Sched75_0,1,0,1,0,1,0,0,0,0,1
Agent_248894,BU03633102,29,female,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,1,8,Sched81_51,0,0,1,0,1,0,0,0,0,0
Agent_589171,BU03637105,37,female,Dutch,1,0,0,no_current_edu,middle,obese,1,2,0,1,0,1,8,Sched65_16,0,0,0,1,1,0,0,0,0,0
Agent_687429,BU03638300,30,male,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,1,0,0,7,Sched93_14,1,0,1,0,3,2,0,0,0,1
Agent_577266,BU03637001,20,male,Western,0,0,0,high,middle,normal_weight,1,2,1,1,1,0,10,Sched8_11,1,1,0,0,2,0,1,0,0,0
Agent_789339,BU03639300,34,female,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,3,Sched81_4,0,1,0,0,1,0,0,0,0,0
Agent_621902,BU03637702,30,female,Non-Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,6,Sched81_44,0,0,1,0,2,0,0,0,0,0
Agent_142856,BU03631901,70,male,Non-Western,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,0,1,0,6,Sched45_1,1,0,1,0,3,1,0,0,0,1
Agent_264547,BU03633301,53,male,Dutch,0,0,1,no_current_edu,high,normal_weight,0,3,1,0,1,0,1,Sched63_2,1,0,0,1,2,1,0,0,1,1
Agent_552141,BU03636802,26,female,Western,1,0,0,no_current_edu,high,normal_weight,0,3,0,1,0,0,4,Sched83_2,0,1,0,0,1,0,0,0,0,0
Agent_855475,BU03639603,41,male,Non-Western,0,0,1,no_current_edu,low,normal_weight,1,1,0,0,1,1,6,Sched77_29,1,0,1,0,4,3,0,0,0,0
Agent_301111,BU03633700,38,female,Dutch,0,0,0,high,high,obese,1,3,0,1,1,1,5,Sched64_0,0,0,0,1,3,0,1,0,0,0
Agent_83338,BU03630905,29,female,Dutch,0,0,1,no_current_edu,high,obese,1,3,0,1,0,0,3,Sched85_16,0,0,0,1,3,1,0,0,0,0
Agent_232462,BU03633000,59,female,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,1,3,Sched49_40,0,0,1,0,1,0,0,0,0,0
Agent_731065,BU03638701,31,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,0,1,0,8,Sched85_7,0,0,0,1,4,2,0,1,1,1
Agent_456822,BU03635401,45,female,Dutch,0,0,0,no_current_edu,middle,obese,1,2,0,1,0,1,5,Sched49_9,0,0,0,1,4,0,0,0,0,0
Agent_107282,BU03631403,28,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,6,Sched81_2,0,0,0,1,4,0,0,0,0,0
Agent_213196,BU03632802,32,female,Dutch,1,0,0,no_current_edu,low,normal_weight,0,1,0,0,0,0,4,Sched83_2,0,0,0,1,1,0,0,0,0,0
Agent_627021,BU03637703,50,male,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,8,Sched57_54,1,0,1,0,2,0,0,0,0,0
Agent_324936,BU03633803,44,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,10,Sched77_9,1,0,0,1,2,1,0,0,1,1
Agent_674358,BU03638201,54,female,Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,1,0,0,7,Sched53_28,0,1,0,0,3,1,0,0,0,0
Agent_867018,BU03639701,44,female,Western,1,0,0,no_current_edu,high,underweight,1,3,0,1,0,0,4,Sched65_7,0,1,0,0,1,0,0,0,0,0
Agent_869500,BU03639702,48,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,0,2,0,1,0,1,4,Sched55_12,0,0,0,1,6,4,0,0,0,0
Agent_692405,BU03638400,42,female,Non-Western,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,5,Sched65_14,0,0,1,0,4,0,0,0,0,0
Agent_622185,BU03637702,33,male,Non-Western,1,0,0,low,high,normal_weight,1,3,0,1,0,1,8,Sched88_17,1,0,1,0,1,0,0,0,0,0
Agent_46263,BU03630603,38,male,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,6,Sched73_4,1,1,0,0,1,0,0,0,0,1
Agent_823719,BU03639405,8,male,Non-Western,0,1,0,low,0,normal_weight,0,1,0,1,0,0,3,SchedChild_1,1,0,1,0,4,0,0,0,0,0
Agent_576099,BU03637000,86,male,Non-Western,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,8,Sched41_0,1,0,1,0,2,0,0,0,0,0
Agent_846023,BU03639600,41,female,Non-Western,0,0,1,no_current_edu,middle,obese,1,2,0,1,1,1,1,Sched69_48,0,0,1,0,4,2,0,0,0,0
Agent_470232,BU03635507,6,male,Dutch,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,SchedChild_1,1,0,0,1,4,0,0,0,0,0
Agent_254202,BU03633200,26,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,6,Sched89_9,1,0,0,1,1,0,0,0,0,1
Agent_653203,BU03638100,10,female,Dutch,0,1,0,low,0,obese,0,1,0,1,0,0,1,Sched18_144,0,0,0,1,4,0,0,0,0,0
Agent_115402,BU03631405,60,female,Dutch,0,0,0,no_current_edu,middle,obese,1,2,0,0,0,1,7,Sched49_28,0,0,0,1,2,0,0,0,0,0
Agent_282236,BU03633405,25,male,Western,0,0,1,high,high,normal_weight,1,3,1,0,1,1,8,Sched92_7,1,1,0,0,3,2,1,0,0,1
Agent_445473,BU03635206,33,female,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched81_4,0,0,1,0,1,0,0,0,0,0
Agent_212663,BU03632802,22,male,Western,1,0,0,no_current_edu,high,normal_weight,0,3,0,1,0,0,1,Sched11_2,1,1,0,0,1,0,0,0,0,0
Agent_869699,BU03639702,55,male,Western,0,0,1,no_current_edu,middle,normal_weight,0,2,1,1,1,0,4,Sched63_1,1,1,0,0,3,1,0,0,0,1
Agent_595219,BU03637401,23,male,Dutch,1,0,0,high,high,normal_weight,1,3,0,0,0,1,1,Sched8_17,1,0,0,1,1,0,1,0,0,0
Agent_63860,BU03630705,31,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,9,Sched89_18,1,0,0,1,2,0,0,0,0,0
Agent_162536,BU03632300,9,female,Dutch,0,1,0,low,0,normal_weight,1,1,1,1,0,0,2,SchedChild_1,0,0,0,1,4,0,0,0,0,0
Agent_616535,BU03637700,49,male,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,0,9,Sched61_45,1,0,1,0,5,3,0,0,1,1
Agent_594538,BU03637307,38,male,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,8,Sched73_11,1,0,0,1,3,0,0,0,0,0
Agent_230010,BU03633000,15,female,Dutch,0,1,0,middle,low,moderate_overweight,1,1,0,0,0,1,9,Sched16_24,0,0,0,1,4,0,0,0,0,0
Agent_745659,BU03638805,62,male,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,0,0,0,1,6,Sched57_0,1,0,0,1,2,0,0,0,0,0
Agent_173571,BU03632402,76,male,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,7,Sched41_7,1,0,0,1,3,0,0,0,0,0
Agent_76472,BU03630902,28,female,Dutch,0,0,0,no_current_edu,middle,normal_weight,0,2,0,1,0,1,3,Sched83_0,0,0,0,1,2,0,0,0,0,0
Agent_244592,BU03633101,36,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,5,Sched65_4,0,0,0,1,1,0,0,0,0,0
Agent_99776,BU03631304,17,male,Dutch,0,1,0,middle,low,normal_weight,1,1,0,0,0,1,6,Sched24_50,1,0,0,1,3,0,0,0,0,0
Agent_196663,BU03632600,86,male,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,7,Sched41_6,1,0,0,1,1,0,0,0,1,1
Agent_650911,BU03637901,81,male,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,8,Sched41_1,1,0,1,0,4,0,0,0,0,0
Agent_180622,BU03632404,46,female,Dutch,1,0,0,no_current_edu,low,normal_weight,0,1,0,1,0,0,4,Sched51_68,0,0,0,1,1,0,0,0,0,0
Agent_716483,BU03638600,43,female,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,0,0,0,6,Sched65_11,0,0,1,0,2,0,0,0,0,0
Agent_227171,BU03632902,2,male,Non-Western,0,1,0,no_current_edu,0,0,1,1,1,1,0,0,2,SchedBaby_1,1,0,1,0,2,0,0,0,0,0
Agent_764786,BU03639000,16,female,Western,0,1,0,low,low,normal_weight,1,1,0,1,0,1,10,Sched16_6,0,1,0,0,3,0,0,0,0,0
Agent_522149,BU03636400,60,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,1,0,0,0,9,Sched57_25,1,1,0,0,1,0,0,0,0,1
Agent_840582,BU03639413,56,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,1,8,Sched57_8,1,0,1,0,1,0,0,0,0,1
Agent_470176,BU03635507,1,female,Non-Western,0,1,0,no_current_edu,0,0,1,1,0,0,0,0,5,SchedBaby_1,0,0,1,0,2,0,0,0,0,0
