agent_ID,neighb_code,age,sex,migrationbackground,hh_single,ischild,havechild,current_education,absolved_education,BMI,employed,edu_int,car_access,bike_habit,car_habit,transit_habit,incomeclass_int,SchedID,sex_male,Western,Non_Western,Dutch,HH_size,Nrchildren,student
Agent_43704,BU03630602,29,male,Dutch,0,0,0,no_current_edu,low,moderate_overweight,1,1,0,0,0,1,1,Sched89_48,1,0,0,1,3,0,0
Agent_613509,BU03637601,47,female,Dutch,0,0,1,no_current_edu,low,moderate_overweight,1,1,0,1,0,0,7,Sched53_10,0,0,0,1,3,1,0
Agent_349164,BU03634102,79,female,Non-Western,0,0,0,no_current_edu,middle,obese,0,2,0,1,1,1,1,Sched35_48,0,0,1,0,4,0,0
Agent_638732,BU03637802,5,male,Non-Western,0,1,0,no_current_edu,0,moderate_overweight,0,1,1,1,0,0,3,SchedChild_0,1,0,1,0,4,0,0
Agent_522417,BU03636402,3,male,Western,0,1,0,no_current_edu,0,0,1,1,1,1,0,0,9,SchedBaby_1,1,1,0,0,3,0,0
Agent_481334,BU03635602,31,male,Dutch,0,0,1,high,high,moderate_overweight,1,3,1,0,1,0,7,Sched92_7,1,0,0,1,4,2,1
Agent_360215,BU03634203,19,female,Dutch,0,0,0,high,middle,normal_weight,1,2,0,1,0,1,10,Sched0_16,0,0,0,1,2,0,1
Agent_300974,BU03633601,44,male,Non-Western,0,0,1,no_current_edu,middle,normal_weight,0,2,1,0,1,0,3,Sched79_0,1,0,1,0,3,1,0
Agent_770066,BU03639002,29,male,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,7,Sched89_34,1,0,1,0,1,0,0
Agent_787730,BU03639300,23,male,Dutch,0,0,1,high,high,normal_weight,1,3,0,1,0,1,1,Sched12_3,1,0,0,1,3,1,1
Agent_737075,BU03638703,53,male,Dutch,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,8,Sched61_32,1,0,0,1,4,2,0
Agent_577614,BU03637001,28,male,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,2,Sched89_14,1,0,1,0,1,0,0
Agent_174800,BU03632403,31,male,Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,0,5,Sched89_32,1,1,0,0,1,0,0
Agent_805240,BU03639306,5,male,Non-Western,0,1,0,no_current_edu,0,moderate_overweight,1,1,0,1,0,0,1,SchedChild_0,1,0,1,0,2,0,0
Agent_838346,BU03639413,11,male,Western,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,Sched26_93,1,1,0,0,3,0,0
Agent_716461,BU03638600,27,female,Non-Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,0,4,Sched81_22,0,0,1,0,4,0,0
Agent_445318,BU03635206,27,female,Western,1,0,0,no_current_edu,high,obese,0,3,0,1,0,0,3,Sched83_0,0,1,0,0,1,0,0
Agent_86004,BU03630908,42,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,1,0,1,0,4,Sched73_0,1,1,0,0,1,0,0
Agent_739148,BU03638705,27,female,Western,1,0,0,no_current_edu,middle,moderate_overweight,0,2,0,1,0,1,1,Sched83_1,0,1,0,0,1,0,0
Agent_693774,BU03638400,50,female,Western,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,1,5,Sched53_15,0,1,0,0,3,1,0
Agent_589980,BU03637105,33,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,6,Sched89_29,1,1,0,0,1,0,0
Agent_82943,BU03630905,5,female,Non-Western,0,1,0,no_current_edu,0,normal_weight,0,1,0,1,0,0,1,SchedChild_1,0,0,1,0,2,0,0
Agent_21691,BU03630401,59,female,Dutch,1,0,0,low,high,normal_weight,1,3,0,1,0,0,7,Sched48_9,0,0,0,1,1,0,0
Agent_661971,BU03638102,33,male,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,1,8,Sched93_6,1,0,1,0,3,1,0
Agent_310758,BU03633703,47,male,Non-Western,0,0,1,no_current_edu,low,obese,1,1,1,0,1,0,1,Sched61_20,1,0,1,0,3,1,0
Agent_465598,BU03635503,21,male,Dutch,0,0,1,no_current_edu,high,normal_weight,0,3,1,1,1,1,1,Sched15_0,1,0,0,1,3,1,0
Agent_467392,BU03635505,15,female,Non-Western,0,1,0,middle,low,obese,1,1,0,1,0,1,2,Sched16_93,0,0,1,0,4,0,0
Agent_221172,BU03632900,31,male,Dutch,0,0,1,no_current_edu,high,obese,1,3,1,1,1,0,8,Sched93_13,1,0,0,1,3,1,0
Agent_220240,BU03632900,28,male,Non-Western,0,0,0,no_current_edu,middle,obese,0,2,1,0,1,0,3,Sched91_4,1,0,1,0,2,0,0
Agent_815004,BU03639401,26,female,Western,0,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,0,8,Sched81_12,0,1,0,0,2,0,0
Agent_114209,BU03631405,28,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched81_49,0,0,0,1,1,0,0
Agent_436248,BU03635201,25,male,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,7,Sched89_5,1,0,1,0,1,0,0
Agent_150560,BU03632002,7,male,Dutch,0,1,0,low,0,normal_weight,1,1,0,1,0,1,1,SchedChild_0,1,0,0,1,3,0,0
Agent_722355,BU03638601,43,male,Non-Western,0,0,0,no_current_edu,high,obese,1,3,1,0,1,1,2,Sched73_17,1,0,1,0,4,0,0
Agent_331123,BU03633902,27,female,Dutch,0,0,0,no_current_edu,high,obese,1,3,0,1,0,1,7,Sched81_24,0,0,0,1,3,0,0
Agent_402783,BU03634709,62,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,5,Sched61_26,1,0,0,1,4,3,0
Agent_606929,BU03637600,31,female,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,8,Sched81_13,0,0,0,1,1,0,0
Agent_155154,BU03632100,31,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,1,9,Sched89_30,1,0,0,1,1,0,0
Agent_150468,BU03632002,8,male,Western,0,1,0,low,0,normal_weight,0,1,0,1,0,0,1,SchedChild_0,1,1,0,0,3,0,0
Agent_755931,BU03638900,88,female,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,2,Sched33_4,0,0,0,1,2,0,0
Agent_88027,BU03631003,39,male,Dutch,0,0,0,no_current_edu,low,normal_weight,0,1,1,1,1,0,4,Sched75_1,1,0,0,1,2,0,0
Agent_569724,BU03636911,66,female,Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,1,1,1,0,4,Sched33_3,0,1,0,0,1,0,0
Agent_3540,BU03630003,15,female,Dutch,0,1,0,low,low,moderate_overweight,1,1,0,1,0,1,9,Sched16_81,0,0,0,1,3,0,0
Agent_516628,BU03636200,2,female,Dutch,0,1,0,no_current_edu,0,0,1,1,1,1,0,1,8,SchedBaby_1,0,0,0,1,3,0,0
Agent_678984,BU03638203,10,female,Non-Western,0,1,0,low,0,normal_weight,0,1,0,1,0,0,1,Sched18_125,0,0,1,0,3,0,0
Agent_234581,BU03633001,17,male,Non-Western,0,1,0,middle,low,normal_weight,1,1,1,1,1,1,6,Sched24_114,1,0,1,0,2,0,0
Agent_284512,BU03633405,57,male,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,10,Sched57_103,1,0,0,1,3,0,0
Agent_490349,BU03635700,28,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,7,Sched85_34,0,0,0,1,3,2,0
Agent_209856,BU03632800,39,male,Dutch,0,0,0,no_current_edu,high,normal_weight,0,3,1,1,1,0,3,Sched75_0,1,0,0,1,3,0,0
Agent_370672,BU03634401,0,female,Western,0,1,0,no_current_edu,0,0,1,1,0,1,0,1,10,SchedBaby_0,0,1,0,0,3,0,0
Agent_35165,BU03630502,43,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,0,0,0,2,Sched73_17,1,0,1,0,1,0,0
Agent_348147,BU03634102,17,female,Dutch,0,1,0,middle,low,normal_weight,1,1,0,0,0,1,10,Sched16_8,0,0,0,1,3,0,0
Agent_160110,BU03632101,64,female,Western,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,7,Sched49_98,0,1,0,0,1,0,0
Agent_715200,BU03638600,23,male,Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,1,3,Sched9_8,1,1,0,0,1,0,0
Agent_699055,BU03638401,79,female,Dutch,0,0,0,no_current_edu,high,obese,1,3,1,0,1,0,5,Sched33_3,0,0,0,1,4,0,0
Agent_858129,BU03639605,14,female,Dutch,0,1,0,low,0,moderate_overweight,1,1,0,1,0,1,8,Sched16_21,0,0,0,1,4,0,0
Agent_35860,BU03630502,51,male,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,0,1,7,Sched61_47,1,0,0,1,3,2,0
Agent_475083,BU03635600,45,male,Western,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,0,9,Sched61_35,1,1,0,0,2,1,0
Agent_353049,BU03634200,39,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,0,1,8,Sched77_57,1,0,0,1,3,1,0
Agent_854165,BU03639602,88,male,Dutch,0,0,1,no_current_edu,low,underweight,1,1,1,1,1,0,7,Sched45_3,1,0,0,1,2,1,0
Agent_614010,BU03637700,5,male,Non-Western,0,1,0,no_current_edu,0,normal_weight,0,1,1,0,0,0,1,SchedChild_1,1,0,1,0,4,0,0
Agent_446284,BU03635207,0,male,Non-Western,0,1,0,no_current_edu,0,0,1,1,0,1,0,0,1,SchedBaby_1,1,0,1,0,4,0,0
Agent_503192,BU03636000,93,female,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,0,4,Sched33_2,0,0,0,1,1,0,0
Agent_761157,BU03638902,24,female,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,0,1,0,0,5,Sched5_2,0,0,1,0,2,1,0
Agent_236598,BU03633001,31,male,Non-Western,0,0,0,no_current_edu,low,normal_weight,1,1,1,1,1,1,4,Sched89_19,1,0,1,0,2,0,0
Agent_535160,BU03636503,52,male,Dutch,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,10,Sched61_6,1,0,0,1,3,1,0
Agent_81128,BU03630904,27,female,Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,1,1,Sched85_11,0,1,0,0,3,1,0
Agent_272218,BU03633304,60,male,Dutch,0,0,1,no_current_edu,middle,moderate_overweight,0,2,1,0,1,0,2,Sched63_6,1,0,0,1,3,2,0
Agent_758798,BU03638901,32,female,Non-Western,0,0,1,no_current_edu,high,obese,1,3,0,0,0,1,6,Sched85_7,0,0,1,0,3,1,0
Agent_258121,BU03633201,35,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,0,0,1,9,Sched69_84,0,0,0,1,3,1,0
Agent_251772,BU03633200,23,female,Non-Western,1,0,0,no_current_edu,low,normal_weight,0,1,0,1,0,1,2,Sched3_1,0,0,1,0,1,0,0
Agent_343894,BU03634100,0,female,Non-Western,0,1,0,no_current_edu,0,0,0,1,0,0,0,0,1,SchedBaby_0,0,0,1,0,3,0,0
Agent_833165,BU03639409,75,male,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,0,1,0,9,Sched41_1,1,0,0,1,2,0,0
Agent_719459,BU03638600,65,female,Non-Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,1,1,1,0,7,Sched33_3,0,0,1,0,1,0,0
Agent_83024,BU03630905,21,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,1,4,Sched9_8,1,1,0,0,1,0,0
Agent_655140,BU03638100,44,female,Western,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,0,9,Sched69_58,0,1,0,0,4,2,0
Agent_579813,BU03637001,74,male,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,0,1,0,9,Sched41_10,1,0,0,1,1,0,0
Agent_496303,BU03635807,47,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,9,Sched53_26,0,0,0,1,3,1,0
Agent_295707,BU03633505,9,male,Western,0,1,0,low,0,moderate_overweight,1,1,1,1,0,0,1,SchedChild_0,1,1,0,0,4,0,0
Agent_126126,BU03631602,28,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,1,10,Sched81_11,0,0,0,1,4,0,0
Agent_311509,BU03633704,0,female,Non-Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,0,4,SchedBaby_1,0,0,1,0,2,0,0
Agent_863146,BU03639700,6,male,Non-Western,0,1,0,low,0,normal_weight,1,1,1,1,0,0,1,SchedChild_0,1,0,1,0,4,0,0
Agent_341290,BU03634001,45,male,Dutch,1,0,0,no_current_edu,middle,obese,1,2,1,0,1,1,4,Sched57_57,1,0,0,1,1,0,0
Agent_687760,BU03638300,39,female,Non-Western,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,1,6,Sched69_79,0,0,1,0,2,1,0
Agent_298264,BU03633505,27,female,Non-Western,0,0,0,no_current_edu,middle,normal_weight,0,2,1,1,1,0,3,Sched83_1,0,0,1,0,4,0,0
Agent_580793,BU03637002,14,male,Dutch,0,1,0,low,0,normal_weight,0,1,0,1,0,1,1,Sched26_33,1,0,0,1,3,0,0
Agent_214834,BU03632802,60,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,10,Sched61_21,1,0,0,1,6,4,0
Agent_803602,BU03639305,17,female,Non-Western,0,1,0,middle,low,normal_weight,0,1,0,1,0,1,1,Sched18_153,0,0,1,0,2,0,0
Agent_631774,BU03637705,71,female,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,1,3,Sched33_3,0,0,1,0,1,0,0
Agent_709898,BU03638501,65,female,Dutch,0,0,0,no_current_edu,low,obese,1,1,1,1,0,1,6,Sched33_2,0,0,0,1,3,0,0
Agent_82466,BU03630904,54,male,Dutch,1,0,0,no_current_edu,high,obese,0,3,0,1,1,0,2,Sched59_34,1,0,0,1,1,0,0
Agent_470795,BU03635507,25,female,Non-Western,1,0,0,middle,low,normal_weight,0,1,0,0,0,1,2,Sched82_6,0,0,1,0,1,0,0
Agent_615719,BU03637700,35,female,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,0,1,0,0,8,Sched69_34,0,0,1,0,3,1,0
Agent_831864,BU03639409,38,male,Western,1,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,3,Sched73_14,1,1,0,0,1,0,0
Agent_161361,BU03632200,56,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,0,1,0,10,Sched57_41,1,0,0,1,4,0,0
Agent_350394,BU03634103,33,male,Non-Western,0,0,1,no_current_edu,low,normal_weight,0,1,1,0,1,0,1,Sched95_8,1,0,1,0,3,2,0
Agent_130474,BU03631700,60,male,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,0,0,4,Sched57_132,1,0,0,1,2,0,0
Agent_329740,BU03633901,35,female,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,1,1,9,Sched65_5,0,0,0,1,1,0,0
Agent_487144,BU03635607,19,female,Western,1,0,0,high,middle,normal_weight,1,2,0,1,0,1,10,Sched0_16,0,1,0,0,1,0,1
Agent_643247,BU03637803,14,male,Non-Western,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,Sched26_59,1,0,1,0,2,0,0
Agent_38189,BU03630503,53,female,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,0,5,Sched49_108,0,0,0,1,3,0,0
Agent_289169,BU03633502,13,female,Dutch,0,1,0,low,0,obese,0,1,0,1,0,1,1,Sched18_141,0,0,0,1,2,0,0
Agent_119963,BU03631600,30,female,Non-Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,1,6,Sched85_15,0,0,1,0,2,1,0
Agent_543159,BU03636605,68,male,Western,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,0,10,Sched45_2,1,1,0,0,2,1,0
Agent_673513,BU03638201,41,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,0,2,1,0,0,1,4,Sched71_8,0,0,0,1,3,2,0
Agent_327495,BU03633900,35,male,Dutch,0,0,1,no_current_edu,low,obese,1,1,1,0,1,1,10,Sched77_62,1,0,0,1,2,1,0
Agent_664633,BU03638103,48,male,Non-Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,1,1,0,0,2,Sched57_128,1,0,1,0,1,0,0
Agent_654234,BU03638100,30,male,Non-Western,1,0,0,no_current_edu,middle,underweight,1,2,1,1,0,0,1,Sched89_40,1,0,1,0,1,0,0
Agent_295374,BU03633505,0,female,Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,1,1,SchedBaby_1,0,1,0,0,3,0,0
Agent_180523,BU03632404,63,male,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,1,1,7,Sched57_33,1,1,0,0,1,0,0
Agent_389822,BU03634602,53,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,9,Sched53_5,0,0,0,1,4,2,0
Agent_378478,BU03634403,55,female,Dutch,0,0,0,no_current_edu,low,normal_weight,1,1,1,1,0,1,9,Sched49_6,0,0,0,1,2,0,0
Agent_123760,BU03631601,28,female,Non-Western,0,0,0,no_current_edu,low,normal_weight,0,1,0,1,0,1,1,Sched83_1,0,0,1,0,3,0,0
Agent_545671,BU03636700,33,female,Non-Western,0,0,1,no_current_edu,high,moderate_overweight,0,3,1,1,0,0,3,Sched87_2,0,0,1,0,3,1,0
Agent_416124,BU03634901,15,female,Non-Western,0,1,0,middle,low,normal_weight,0,1,1,0,1,1,2,Sched18_132,0,0,1,0,4,0,0
Agent_206501,BU03632701,58,male,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,3,Sched57_13,1,0,0,1,4,0,0
Agent_461154,BU03635403,83,female,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,1,5,Sched33_3,0,0,1,0,1,0,0
Agent_527042,BU03636501,31,female,Western,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,0,4,Sched85_16,0,1,0,0,5,4,0
Agent_624340,BU03637702,72,male,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,0,1,1,10,Sched45_3,1,0,1,0,2,1,0
Agent_548959,BU03636801,48,male,Western,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,9,Sched57_85,1,1,0,0,2,0,0
Agent_471133,BU03635507,35,male,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,1,0,0,10,Sched73_10,1,0,0,1,1,0,0
Agent_486960,BU03635607,23,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,6,Sched13_6,1,0,0,1,2,1,0
Agent_620921,BU03637702,5,male,Non-Western,0,1,0,no_current_edu,0,normal_weight,1,1,1,0,0,0,1,SchedChild_1,1,0,1,0,2,0,0
Agent_429408,BU03635101,50,female,Western,0,0,1,no_current_edu,low,moderate_overweight,0,1,1,0,0,0,3,Sched55_5,0,1,0,0,2,1,0
Agent_272598,BU03633304,47,male,Dutch,0,0,0,no_current_edu,low,normal_weight,1,1,1,1,1,0,7,Sched57_130,1,0,0,1,4,0,0
Agent_847918,BU03639601,13,female,Non-Western,0,1,0,low,0,normal_weight,0,1,0,1,0,0,2,Sched18_39,0,0,1,0,2,0,0
Agent_756866,BU03638901,8,male,Non-Western,0,1,0,low,0,underweight,1,1,0,1,0,1,1,SchedChild_1,1,0,1,0,2,0,0
Agent_127505,BU03631700,23,female,Dutch,1,0,0,high,high,normal_weight,1,3,0,1,0,1,10,Sched0_34,0,0,0,1,1,0,1
Agent_257989,BU03633201,39,male,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,1,7,Sched73_24,1,0,1,0,1,0,0
Agent_484850,BU03635605,25,male,Non-Western,0,0,0,no_current_edu,middle,underweight,1,2,1,0,1,0,5,Sched89_29,1,0,1,0,4,0,0
Agent_326984,BU03633900,28,female,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,0,5,Sched81_8,0,0,1,0,1,0,0
Agent_289923,BU03633502,16,female,Dutch,0,1,0,low,low,normal_weight,0,1,1,1,0,1,1,Sched18_123,0,0,0,1,3,0,0
Agent_316749,BU03633705,61,male,Non-Western,0,0,0,no_current_edu,low,moderate_overweight,1,1,1,1,1,1,10,Sched57_2,1,0,1,0,3,0,0
Agent_89691,BU03631200,32,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,1,4,Sched89_35,1,1,0,0,1,0,0
Agent_734122,BU03638703,16,female,Non-Western,0,1,0,low,low,normal_weight,1,1,1,1,0,1,6,Sched16_128,0,0,1,0,4,0,0
Agent_735372,BU03638703,40,male,Non-Western,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,0,1,9,Sched77_33,1,0,1,0,4,3,0
Agent_160184,BU03632101,61,female,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,0,0,9,Sched49_122,0,0,0,1,3,0,0
Agent_739185,BU03638705,54,female,Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,1,3,Sched49_97,0,1,0,0,1,0,0
Agent_270741,BU03633304,5,female,Western,0,1,0,no_current_edu,0,normal_weight,0,1,0,0,0,0,1,SchedChild_0,0,1,0,0,4,0,0
Agent_183299,BU03632500,51,female,Dutch,0,0,1,no_current_edu,middle,obese,1,2,0,1,0,1,3,Sched53_35,0,0,0,1,3,1,0
Agent_46110,BU03630603,35,male,Non-Western,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,5,Sched73_6,1,0,1,0,2,0,0
Agent_486022,BU03635607,14,female,Dutch,0,1,0,low,0,normal_weight,0,1,0,0,0,1,1,Sched18_86,0,0,0,1,3,0,0
Agent_339017,BU03634001,17,female,Western,0,1,0,middle,low,normal_weight,1,1,0,1,1,1,8,Sched16_64,0,1,0,0,4,0,0
Agent_394655,BU03634703,2,male,Western,0,1,0,no_current_edu,0,0,0,1,1,1,0,0,1,SchedBaby_0,1,1,0,0,3,0,0
Agent_330373,BU03633902,12,male,Dutch,0,1,0,low,0,normal_weight,1,1,1,1,0,1,6,Sched24_91,1,0,0,1,3,0,0
Agent_302887,BU03633702,19,female,Western,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,1,1,8,Sched1_2,0,1,0,0,3,0,0
Agent_88547,BU03631105,20,male,Dutch,1,0,0,middle,low,normal_weight,1,1,0,0,0,0,1,Sched8_22,1,0,0,1,1,0,0
Agent_144065,BU03631902,40,male,Non-Western,0,0,1,low,middle,moderate_overweight,1,2,0,1,0,0,8,Sched76_4,1,0,1,0,5,3,0
Agent_702251,BU03638402,30,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,6,Sched89_6,1,0,0,1,3,0,0
Agent_34275,BU03630502,17,male,Non-Western,0,1,0,low,low,normal_weight,1,1,1,1,0,0,8,Sched24_131,1,0,1,0,2,0,0
Agent_428780,BU03635101,48,female,Non-Western,0,0,1,no_current_edu,low,normal_weight,0,1,1,1,1,0,4,Sched55_12,0,0,1,0,4,2,0
Agent_764506,BU03639000,2,male,Non-Western,0,1,0,no_current_edu,0,0,0,1,1,1,0,0,1,SchedBaby_1,1,0,1,0,2,0,0
Agent_302240,BU03633702,13,male,Dutch,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,Sched26_146,1,0,0,1,4,0,0
Agent_79405,BU03630903,26,female,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,0,8,Sched81_14,0,1,0,0,1,0,0
Agent_271291,BU03633304,42,female,Dutch,0,0,0,no_current_edu,high,moderate_overweight,0,3,1,1,1,1,3,Sched67_1,0,0,0,1,2,0,0
Agent_44397,BU03630602,56,male,Dutch,1,0,0,no_current_edu,high,normal_weight,0,3,0,1,0,1,1,Sched59_39,1,0,0,1,1,0,0
Agent_34380,BU03630502,27,female,Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,0,1,0,1,10,Sched81_44,0,1,0,0,1,0,0
Agent_28062,BU03630406,77,male,Western,0,0,1,no_current_edu,middle,normal_weight,1,2,0,1,0,1,2,Sched45_0,1,1,0,0,2,1,0
Agent_155927,BU03632100,25,male,Western,1,0,0,low,high,moderate_overweight,1,3,0,1,0,0,7,Sched88_15,1,1,0,0,1,0,0
Agent_763067,BU03638902,67,female,Non-Western,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,1,0,1,10,Sched37_47,0,0,1,0,2,1,0
Agent_860319,BU03639605,69,male,Dutch,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,1,0,1,8,Sched45_3,1,0,0,1,3,1,0
Agent_615044,BU03637700,38,female,Non-Western,1,0,0,middle,low,normal_weight,1,1,0,0,0,1,3,Sched64_0,0,0,1,0,1,0,0
