agent_ID,neighb_code,age,sex,migrationbackground,hh_single,ischild,havechild,current_education,absolved_education,BMI,employed,edu_int,car_access,bike_habit,car_habit,transit_habit,incomeclass_int,SchedID,sex_male,Western,Non_Western,Dutch,HH_size,Nrchildren,student,EV_access2020,EV_access2025,EV_access2030
Agent_758028,BU03638901,26,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,0,9,Sched81_47,0,0,0,1,1,0,0,0,0,0
Agent_215860,BU03632803,12,female,Western,0,1,0,low,0,normal_weight,1,1,0,1,0,1,10,Sched16_135,0,1,0,0,4,0,0,0,0,0
Agent_2622,BU03630002,40,female,Dutch,0,0,0,no_current_edu,high,normal_weight,0,3,0,1,0,1,1,Sched67_1,0,0,0,1,4,0,0,0,0,0
Agent_213424,BU03632802,28,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,1,6,Sched89_5,1,0,0,1,3,0,0,0,0,0
Agent_815567,BU03639401,38,male,Dutch,0,0,0,no_current_edu,low,obese,1,1,0,0,0,1,6,Sched73_21,1,0,0,1,2,0,0,0,0,0
Agent_287242,BU03633501,18,female,Dutch,0,0,1,middle,low,normal_weight,0,1,1,0,0,0,2,Sched6_10,0,0,0,1,2,1,0,0,0,0
Agent_99959,BU03631304,43,male,Western,1,0,0,no_current_edu,high,underweight,1,3,0,1,0,1,7,Sched73_25,1,1,0,0,1,0,0,0,0,0
Agent_294708,BU03633505,12,female,Dutch,0,1,0,low,0,normal_weight,0,1,0,0,0,0,1,Sched18_1,0,0,0,1,4,0,0,0,0,0
Agent_334571,BU03633903,31,male,Non-Western,0,0,0,no_current_edu,low,moderate_overweight,1,1,1,0,1,0,8,Sched89_14,1,0,1,0,2,0,0,0,0,0
Agent_678534,BU03638203,7,male,Non-Western,0,1,0,low,0,normal_weight,1,1,1,1,0,0,1,SchedChild_1,1,0,1,0,4,0,0,0,0,0
Agent_419680,BU03634904,33,female,Dutch,0,0,1,no_current_edu,middle,obese,1,2,1,1,0,1,10,Sched85_1,0,0,0,1,4,2,0,0,0,1
Agent_141106,BU03631901,25,male,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,1,1,Sched89_48,1,0,1,0,1,0,0,0,0,0
Agent_689759,BU03638300,48,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,0,1,7,Sched53_1,0,0,0,1,2,1,0,0,0,1
Agent_461174,BU03635403,69,female,Dutch,1,0,0,no_current_edu,high,obese,1,3,0,1,0,1,10,Sched33_1,0,0,0,1,1,0,0,0,0,0
Agent_522296,BU03636401,73,male,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,10,Sched41_10,1,0,0,1,2,0,0,0,0,0
Agent_17823,BU03630303,18,male,Dutch,0,0,0,middle,low,normal_weight,0,1,1,1,0,0,1,Sched10_12,1,0,0,1,4,0,0,0,0,0
Agent_272116,BU03633304,45,male,Dutch,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,0,1,1,10,Sched61_47,1,0,0,1,4,2,0,0,1,1
Agent_722797,BU03638601,31,female,Non-Western,0,0,1,no_current_edu,low,normal_weight,1,1,0,1,0,0,6,Sched85_27,0,0,1,0,4,3,0,0,0,0
Agent_218579,BU03632803,79,female,Dutch,1,0,0,no_current_edu,low,normal_weight,1,1,0,0,0,0,4,Sched33_3,0,0,0,1,1,0,0,0,0,0
Agent_616659,BU03637700,50,male,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,2,Sched57_128,1,0,1,0,1,0,0,0,0,0
Agent_739813,BU03638801,54,female,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,1,6,Sched49_33,0,0,0,1,1,0,0,0,0,1
Agent_45772,BU03630603,42,male,Western,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,1,2,Sched77_75,1,1,0,0,6,5,0,0,1,1
Agent_616655,BU03637700,61,male,Non-Western,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,1,Sched57_12,1,0,1,0,4,0,0,0,0,0
Agent_107612,BU03631403,39,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched69_44,0,0,0,1,3,1,0,0,0,0
Agent_823591,BU03639405,9,male,Non-Western,0,1,0,low,0,normal_weight,1,1,0,0,0,0,1,SchedChild_1,1,0,1,0,4,0,0,0,0,0
Agent_675220,BU03638201,73,male,Dutch,0,0,1,no_current_edu,middle,normal_weight,0,2,1,1,1,0,3,Sched47_3,1,0,0,1,3,1,0,0,0,1
Agent_842569,BU03639500,38,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,0,0,8,Sched77_21,1,0,0,1,4,2,0,0,1,1
Agent_141276,BU03631901,31,male,Non-Western,0,0,1,no_current_edu,low,normal_weight,1,1,1,0,1,0,8,Sched93_9,1,0,1,0,5,3,0,0,1,1
Agent_770654,BU03639002,29,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,0,0,10,Sched85_21,0,0,0,1,2,1,0,0,1,1
Agent_402167,BU03634709,31,male,Western,1,0,0,low,high,moderate_overweight,1,3,0,1,0,0,8,Sched88_10,1,1,0,0,1,0,0,0,0,0
Agent_309174,BU03633703,33,female,Western,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,1,Sched81_46,0,1,0,0,2,0,0,0,0,0
Agent_201313,BU03632602,51,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,9,Sched53_8,0,0,0,1,6,5,0,0,0,0
Agent_597719,BU03637402,55,female,Dutch,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,1,1,1,10,Sched53_39,0,0,0,1,2,1,0,0,0,1
Agent_844769,BU03639600,11,male,Non-Western,0,1,0,low,0,normal_weight,1,1,0,1,0,1,7,Sched24_125,1,0,1,0,2,0,0,0,0,0
Agent_194015,BU03632600,10,female,Dutch,0,1,0,low,0,normal_weight,1,1,0,0,0,0,9,Sched16_24,0,0,0,1,4,0,0,0,0,0
Agent_770482,BU03639002,27,male,Western,0,0,0,high,high,moderate_overweight,1,3,1,0,1,0,6,Sched88_3,1,1,0,0,2,0,1,0,0,0
Agent_822957,BU03639404,43,male,Non-Western,1,0,0,no_current_edu,low,obese,1,1,0,0,0,1,6,Sched73_15,1,0,1,0,1,0,0,0,0,0
Agent_714971,BU03638600,22,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,1,10,Sched5_4,0,0,0,1,2,1,0,0,0,0
Agent_59790,BU03630702,24,female,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,10,Sched1_16,0,0,0,1,1,0,0,0,0,0
Agent_362238,BU03634300,12,female,Dutch,0,1,0,low,0,normal_weight,0,1,0,1,0,0,1,Sched18_82,0,0,0,1,3,0,0,0,0,0
Agent_63858,BU03630705,44,male,Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,1,6,Sched77_68,1,1,0,0,2,1,0,0,0,1
Agent_395455,BU03634703,32,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,10,Sched89_34,1,0,0,1,3,0,0,0,0,0
Agent_822672,BU03639404,20,female,Dutch,0,0,0,high,middle,obese,1,2,1,1,1,1,1,Sched0_17,0,0,0,1,2,0,1,0,0,0
Agent_708034,BU03638501,0,male,Non-Western,0,1,0,no_current_edu,0,0,1,1,1,1,0,0,4,SchedBaby_0,1,0,1,0,3,0,0,0,0,0
Agent_808027,BU03639306,68,female,Non-Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,1,4,Sched33_1,0,0,1,0,1,0,0,0,0,0
Agent_533080,BU03636502,77,female,Dutch,1,0,0,no_current_edu,low,normal_weight,1,1,1,0,1,1,4,Sched33_3,0,0,0,1,1,0,0,0,1,1
Agent_454127,BU03635400,48,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,5,Sched61_30,1,0,0,1,5,3,0,0,0,1
Agent_751531,BU03638808,25,female,Non-Western,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,0,0,7,Sched81_37,0,0,1,0,2,0,0,0,0,0
Agent_420139,BU03634904,45,male,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,0,6,Sched61_21,1,0,0,1,2,1,0,0,1,1
Agent_33043,BU03630501,34,female,Western,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched81_26,0,1,0,0,4,0,0,0,0,0
Agent_540390,BU03636605,13,male,Dutch,0,1,0,low,0,normal_weight,0,1,0,1,0,0,4,Sched26_124,1,0,0,1,4,0,0,0,0,0
Agent_386626,BU03634601,23,male,Dutch,0,0,1,high,high,moderate_overweight,1,3,1,0,0,0,10,Sched12_0,1,0,0,1,2,1,1,0,1,1
Agent_834589,BU03639410,29,male,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,0,1,0,10,Sched93_0,1,0,1,0,2,1,0,0,0,1
Agent_190882,BU03632503,15,male,Non-Western,0,1,0,low,low,moderate_overweight,1,1,1,0,0,0,3,Sched24_40,1,0,1,0,2,0,0,0,0,0
Agent_18425,BU03630303,33,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,6,Sched89_9,1,0,0,1,3,0,0,0,0,0
Agent_543547,BU03636606,23,female,Western,0,0,0,high,high,obese,1,3,1,1,1,1,5,Sched0_31,0,1,0,0,3,0,1,0,0,0
Agent_675036,BU03638201,66,female,Non-Western,1,0,0,no_current_edu,low,obese,0,1,1,0,0,0,4,Sched35_70,0,0,1,0,1,0,0,0,0,1
Agent_723565,BU03638601,46,female,Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,0,0,0,6,Sched49_146,0,1,0,0,1,0,0,0,0,0
Agent_729010,BU03638700,34,female,Non-Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,1,0,0,10,Sched85_18,0,0,1,0,2,1,0,0,0,0
Agent_73089,BU03630803,46,male,Dutch,0,0,1,no_current_edu,high,obese,1,3,0,1,0,0,9,Sched61_42,1,0,0,1,4,3,0,0,0,0
Agent_339842,BU03634001,38,male,Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,0,0,6,Sched77_58,1,1,0,0,4,3,0,0,1,1
Agent_81003,BU03630904,38,female,Dutch,1,0,0,no_current_edu,low,obese,1,1,0,1,0,1,6,Sched65_15,0,0,0,1,1,0,0,0,0,0
Agent_366495,BU03634301,27,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched85_20,0,0,0,1,3,1,0,0,0,0
Agent_706826,BU03638500,62,female,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,9,Sched49_127,0,0,1,0,4,0,0,0,0,0
Agent_837567,BU03639412,35,male,Non-Western,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,1,3,Sched77_82,1,0,1,0,2,1,0,0,1,1
Agent_173828,BU03632403,3,female,Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,0,1,SchedBaby_1,0,1,0,0,2,0,0,0,0,0
Agent_579927,BU03637001,67,female,Non-Western,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,2,Sched33_0,0,0,1,0,4,0,0,0,0,0
Agent_280505,BU03633403,22,female,Non-Western,1,0,0,middle,low,normal_weight,1,1,0,1,0,1,2,Sched0_33,0,0,1,0,1,0,0,0,0,0
Agent_222893,BU03632900,75,female,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,1,Sched33_1,0,0,0,1,2,0,0,0,0,0
Agent_237365,BU03633001,61,female,Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,1,7,Sched53_30,0,1,0,0,2,1,0,0,0,0
Agent_181204,BU03632404,70,male,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,9,Sched41_3,1,0,0,1,1,0,0,0,1,1
Agent_584983,BU03637003,28,female,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,0,0,1,8,Sched85_27,0,0,1,0,2,1,0,0,0,1
Agent_443724,BU03635203,34,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,3,Sched93_0,1,0,0,1,3,1,0,0,1,1
Agent_341316,BU03634001,48,male,Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,8,Sched57_63,1,1,0,0,3,0,0,0,0,0
Agent_457917,BU03635402,28,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,0,0,1,9,Sched81_23,0,0,0,1,1,0,0,0,0,0
Agent_799192,BU03639303,28,male,Non-Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,9,Sched89_17,1,0,1,0,3,0,0,0,0,0
Agent_760412,BU03638902,7,male,Western,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,SchedChild_0,1,1,0,0,3,0,0,0,0,0
Agent_94815,BU03631301,40,female,Dutch,0,0,1,no_current_edu,high,obese,1,3,0,1,0,1,10,Sched69_6,0,0,0,1,4,2,0,0,0,0
Agent_742876,BU03638804,62,female,Western,0,0,0,no_current_edu,high,normal_weight,1,3,1,0,0,0,9,Sched49_82,0,1,0,0,4,0,0,0,0,0
Agent_413412,BU03634805,39,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,0,0,0,6,Sched73_6,1,0,1,0,1,0,0,0,0,0
Agent_649430,BU03637901,36,male,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,0,1,1,7,Sched77_48,1,0,1,0,3,1,0,0,1,1
Agent_532726,BU03636502,84,female,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,5,Sched33_2,0,1,0,0,1,0,0,0,0,1
Agent_239623,BU03633100,42,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,5,Sched65_12,0,0,0,1,1,0,0,0,0,0
Agent_229862,BU03633000,18,male,Western,0,0,0,no_current_edu,low,moderate_overweight,1,1,1,1,0,1,6,Sched9_10,1,1,0,0,2,0,0,0,0,0
Agent_120898,BU03631600,43,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,0,1,0,1,9,Sched69_12,0,0,0,1,5,3,0,0,0,0
Agent_763382,BU03638903,20,female,Non-Western,1,0,0,middle,low,obese,1,1,0,0,0,0,1,Sched0_17,0,0,1,0,1,0,0,0,0,0
Agent_111585,BU03631404,35,male,Non-Western,1,0,0,no_current_edu,high,obese,1,3,0,1,0,0,2,Sched73_16,1,0,1,0,1,0,0,0,0,0
Agent_497471,BU03635900,11,female,Non-Western,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,Sched18_106,0,0,1,0,4,0,0,0,0,0
Agent_594740,BU03637307,90,male,Dutch,0,0,0,no_current_edu,low,moderate_overweight,0,1,1,1,1,0,1,Sched43_84,1,0,0,1,2,0,0,0,0,0
Agent_771134,BU03639002,30,male,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,0,1,Sched89_2,1,0,1,0,1,0,0,0,0,0
Agent_702438,BU03638402,35,male,Non-Western,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,0,0,0,2,Sched77_2,1,0,1,0,5,3,0,0,1,1
Agent_25394,BU03630404,70,female,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,1,4,Sched33_1,0,0,0,1,3,0,0,0,0,0
Agent_806556,BU03639306,32,female,Non-Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,0,1,0,0,7,Sched81_44,0,0,1,0,1,0,0,0,0,0
Agent_237838,BU03633001,57,female,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,1,1,0,5,Sched49_63,0,0,1,0,1,0,0,0,0,0
Agent_198044,BU03632601,34,female,Non-Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched85_27,0,0,1,0,6,5,0,0,0,0
Agent_162368,BU03632201,69,male,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,1,0,1,0,5,Sched45_0,1,0,0,1,3,1,0,0,0,1
Agent_543694,BU03636606,25,female,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,1,6,Sched81_40,0,0,0,1,2,0,0,0,0,0
Agent_739151,BU03638705,30,male,Dutch,1,0,0,no_current_edu,high,obese,1,3,1,1,1,0,7,Sched89_1,1,0,0,1,1,0,0,0,0,1
Agent_760702,BU03638902,2,female,Non-Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,1,1,SchedBaby_0,0,0,1,0,2,0,0,0,0,0
Agent_649674,BU03637901,27,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,1,6,Sched81_25,0,0,0,1,2,0,0,0,0,0
Agent_436948,BU03635201,43,female,Dutch,0,0,1,no_current_edu,high,obese,1,3,0,1,0,1,5,Sched69_36,0,0,0,1,4,2,0,0,0,0
Agent_285139,BU03633500,18,female,Dutch,0,0,1,middle,low,normal_weight,1,1,1,1,0,1,10,Sched4_4,0,0,0,1,2,1,0,0,0,0
Agent_820232,BU03639403,11,male,Non-Western,0,1,0,low,0,normal_weight,1,1,0,1,0,0,1,Sched24_61,1,0,1,0,3,0,0,0,0,0
Agent_778284,BU03639100,94,female,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,4,Sched33_3,0,0,0,1,2,0,0,0,0,0
Agent_31612,BU03630500,61,female,Dutch,1,0,0,no_current_edu,low,obese,1,1,0,0,0,1,10,Sched49_104,0,0,0,1,1,0,0,0,0,0
Agent_266741,BU03633302,51,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,9,Sched57_58,1,0,1,0,1,0,0,0,1,1
Agent_799860,BU03639303,32,male,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,1,8,Sched89_37,1,0,1,0,1,0,0,0,0,0
Agent_491088,BU03635700,45,male,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,1,7,Sched57_120,1,0,1,0,1,0,0,0,0,0
Agent_839780,BU03639413,36,male,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,0,0,1,7,Sched77_58,1,0,0,1,3,2,0,0,0,1
Agent_351116,BU03634103,55,male,Non-Western,0,0,0,no_current_edu,middle,underweight,1,2,1,0,1,0,10,Sched57_148,1,0,1,0,3,0,0,0,0,0
Agent_399787,BU03634705,67,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,0,0,0,5,Sched41_0,1,0,0,1,2,0,0,0,0,0
Agent_601343,BU03637501,32,female,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,8,Sched81_5,0,1,0,0,1,0,0,0,0,0
Agent_340167,BU03634001,32,female,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,7,Sched81_51,0,0,0,1,4,0,0,0,0,0
Agent_807585,BU03639306,54,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,2,Sched53_20,0,0,0,1,3,1,0,0,1,1
Agent_819824,BU03639402,67,male,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,9,Sched41_10,1,0,1,0,1,0,0,0,1,1
