agent_ID,neighb_code,age,sex,migrationbackground,hh_single,ischild,havechild,current_education,absolved_education,BMI,employed,edu_int,car_access,bike_habit,car_habit,transit_habit,incomeclass_int,SchedID,sex_male,Western,Non_Western,Dutch,HH_size,Nrchildren,student
Agent_320411,BU03633802,9,male,Dutch,0,1,0,low,0,obese,1,1,0,1,0,0,4,SchedChild_0,1,0,0,1,4,0,0
Agent_111620,BU03631404,41,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,1,6,Sched69_70,0,0,0,1,5,3,0
Agent_679606,BU03638203,12,male,Dutch,0,1,0,low,0,normal_weight,1,1,1,1,0,0,10,Sched24_58,1,0,0,1,3,0,0
Agent_842052,BU03639500,20,male,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,1,0,1,5,Sched9_1,1,0,0,1,1,0,0
Agent_677332,BU03638202,39,female,Non-Western,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,1,5,Sched65_0,0,0,1,0,3,0,0
Agent_745385,BU03638805,34,male,Non-Western,0,0,1,no_current_edu,middle,underweight,1,2,1,0,1,0,2,Sched93_12,1,0,1,0,5,3,0
Agent_744954,BU03638805,27,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,7,Sched89_2,1,1,0,0,1,0,0
Agent_798645,BU03639303,16,male,Non-Western,0,1,0,middle,low,normal_weight,1,1,1,1,0,0,1,Sched24_53,1,0,1,0,3,0,0
Agent_76930,BU03630902,26,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,6,Sched81_16,0,0,0,1,2,0,0
Agent_633316,BU03637800,33,female,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,0,0,0,0,7,Sched85_29,0,0,1,0,3,2,0
Agent_637725,BU03637801,70,male,Non-Western,0,0,1,no_current_edu,middle,obese,1,2,1,1,1,0,7,Sched45_0,1,0,1,0,2,1,0
Agent_737630,BU03638704,21,male,Western,1,0,0,high,middle,moderate_overweight,1,2,0,1,0,0,4,Sched8_8,1,1,0,0,1,0,1
Agent_657098,BU03638100,73,male,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,0,1,0,4,Sched45_0,1,0,1,0,3,1,0
Agent_688474,BU03638300,44,male,Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,1,1,1,0,7,Sched73_7,1,1,0,0,1,0,0
Agent_471041,BU03635507,31,male,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,0,5,Sched89_14,1,0,0,1,1,0,0
Agent_172280,BU03632402,30,female,Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,0,0,0,5,Sched81_35,0,1,0,0,1,0,0
Agent_449181,BU03635300,73,female,Non-Western,1,0,0,no_current_edu,middle,normal_weight,0,2,1,0,0,0,3,Sched35_86,0,0,1,0,1,0,0
Agent_222207,BU03632900,63,male,Non-Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,3,Sched57_53,1,0,1,0,1,0,0
Agent_227444,BU03632902,22,female,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,9,Sched1_13,0,0,1,0,1,0,0
Agent_416914,BU03634901,70,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,0,0,9,Sched37_71,0,0,0,1,3,1,0
Agent_93604,BU03631300,47,female,Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,0,0,0,10,Sched53_32,0,1,0,0,5,3,0
Agent_584215,BU03637003,15,male,Dutch,0,1,0,no_current_edu,low,moderate_overweight,1,1,0,1,0,0,1,Sched25_40,1,0,0,1,2,0,0
Agent_738440,BU03638705,16,male,Non-Western,0,1,0,low,low,normal_weight,1,1,1,1,0,0,6,Sched24_83,1,0,1,0,4,0,0
Agent_735736,BU03638703,41,male,Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,1,6,Sched73_25,1,1,0,0,1,0,0
Agent_539874,BU03636603,66,female,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,1,5,Sched33_2,0,0,0,1,1,0,0
Agent_114136,BU03631405,35,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,0,0,0,9,Sched69_33,0,0,0,1,2,1,0
Agent_774274,BU03639003,32,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,10,Sched85_29,0,0,0,1,3,1,0
Agent_418577,BU03634904,9,male,Non-Western,0,1,0,low,0,moderate_overweight,0,1,1,1,0,0,1,SchedChild_0,1,0,1,0,2,0,0
Agent_374984,BU03634402,33,female,Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,0,0,0,1,6,Sched81_7,0,1,0,0,4,0,0
Agent_486332,BU03635607,15,female,Non-Western,0,1,0,low,low,normal_weight,0,1,0,0,0,1,1,Sched18_110,0,0,1,0,3,0,0
Agent_326100,BU03633900,12,male,Dutch,0,1,0,low,0,moderate_overweight,1,1,0,1,0,0,8,Sched24_25,1,0,0,1,3,0,0
Agent_680630,BU03638203,37,male,Non-Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,1,0,1,0,7,Sched73_20,1,0,1,0,1,0,0
Agent_511803,BU03636101,23,female,Dutch,1,0,0,no_current_edu,low,underweight,1,1,0,1,1,1,6,Sched1_4,0,0,0,1,1,0,0
Agent_430375,BU03635102,20,female,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,0,1,10,Sched5_3,0,0,0,1,4,2,0
Agent_102198,BU03631305,52,male,Dutch,1,0,0,no_current_edu,low,obese,1,1,1,1,1,0,8,Sched57_29,1,0,0,1,1,0,0
Agent_155043,BU03632100,32,female,Western,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched81_30,0,1,0,0,3,0,0
Agent_80140,BU03630903,76,male,Non-Western,0,0,1,no_current_edu,middle,moderate_overweight,1,2,0,1,1,1,5,Sched45_3,1,0,1,0,3,1,0
Agent_470455,BU03635507,21,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,7,Sched1_12,0,0,0,1,2,0,0
Agent_398947,BU03634705,27,male,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,0,0,1,7,Sched89_6,1,1,0,0,1,0,0
Agent_437976,BU03635201,53,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,1,0,1,0,4,Sched53_33,0,0,0,1,2,1,0
Agent_404080,BU03634801,2,male,Western,0,1,0,no_current_edu,0,0,1,1,1,1,0,1,4,SchedBaby_0,1,1,0,0,3,0,0
Agent_494050,BU03635806,25,male,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,8,Sched89_27,1,0,0,1,1,0,0
Agent_98695,BU03631303,42,male,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,5,Sched73_12,1,0,0,1,1,0,0
Agent_515494,BU03636102,37,male,Western,1,0,0,no_current_edu,middle,obese,1,2,0,1,0,1,8,Sched73_4,1,1,0,0,1,0,0
Agent_160966,BU03632200,36,female,Western,0,0,0,no_current_edu,low,obese,1,1,0,1,1,1,3,Sched65_4,0,1,0,0,3,0,0
Agent_80277,BU03630903,73,female,Dutch,1,0,0,no_current_edu,high,obese,1,3,1,1,0,0,2,Sched33_3,0,0,0,1,1,0,0
Agent_6871,BU03630104,37,male,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,0,0,9,Sched73_16,1,0,0,1,1,0,0
Agent_486509,BU03635607,19,female,Dutch,1,0,0,middle,low,normal_weight,0,1,0,1,0,1,1,Sched2_22,0,0,0,1,1,0,0
Agent_27311,BU03630406,32,male,Dutch,0,0,0,no_current_edu,middle,obese,1,2,0,1,0,1,10,Sched89_17,1,0,0,1,4,0,0
Agent_43381,BU03630602,26,male,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,9,Sched89_2,1,1,0,0,1,0,0
Agent_852549,BU03639602,30,male,Non-Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,4,Sched93_0,1,0,1,0,3,1,0
Agent_485029,BU03635605,33,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,10,Sched85_35,0,0,0,1,3,1,0
Agent_349370,BU03634103,9,female,Non-Western,0,1,0,low,0,normal_weight,0,1,1,0,0,0,1,SchedChild_0,0,0,1,0,2,0,0
Agent_589573,BU03637105,34,female,Non-Western,0,0,0,no_current_edu,middle,obese,1,2,0,0,1,0,10,Sched81_20,0,0,1,0,4,0,0
Agent_207941,BU03632702,63,male,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,10,Sched57_94,1,1,0,0,1,0,0
Agent_837038,BU03639412,21,female,Non-Western,0,0,1,middle,low,obese,0,1,0,1,0,1,1,Sched6_4,0,0,1,0,3,1,0
Agent_453518,BU03635400,33,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,7,Sched81_7,0,0,0,1,1,0,0
Agent_794476,BU03639301,56,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,0,0,0,10,Sched57_109,1,0,1,0,1,0,0
Agent_216464,BU03632803,33,female,Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,0,0,0,9,Sched85_17,0,1,0,0,4,2,0
Agent_87861,BU03630908,67,female,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,7,Sched33_3,0,0,0,1,2,0,0
Agent_350312,BU03634103,33,male,Non-Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,5,Sched93_16,1,0,1,0,4,2,0
Agent_238072,BU03633001,68,female,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,0,0,0,1,4,Sched33_3,0,0,0,1,3,0,0
Agent_319212,BU03633706,29,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,7,Sched89_46,1,1,0,0,1,0,0
Agent_179451,BU03632404,43,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,1,0,3,Sched73_0,1,1,0,0,1,0,0
Agent_165237,BU03632303,58,male,Dutch,0,0,0,no_current_edu,high,underweight,1,3,1,1,1,0,7,Sched57_142,1,0,0,1,3,0,0
Agent_852821,BU03639602,30,male,Non-Western,0,0,1,no_current_edu,high,normal_weight,0,3,1,1,0,0,4,Sched95_6,1,0,1,0,3,1,0
Agent_68837,BU03630800,47,male,Dutch,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,9,Sched61_30,1,0,0,1,2,1,0
Agent_612117,BU03637601,44,male,Non-Western,0,0,1,no_current_edu,low,underweight,1,1,1,1,1,0,7,Sched77_42,1,0,1,0,3,1,0
Agent_390387,BU03634700,6,female,Non-Western,0,1,0,low,0,normal_weight,0,1,0,0,0,0,1,SchedChild_1,0,0,1,0,4,0,0
Agent_217607,BU03632803,40,male,Non-Western,1,0,0,no_current_edu,low,obese,1,1,0,0,0,1,10,Sched73_20,1,0,1,0,1,0,0
Agent_786175,BU03639203,17,male,Non-Western,0,1,0,low,low,normal_weight,1,1,1,1,0,0,1,Sched24_79,1,0,1,0,2,0,0
Agent_767769,BU03639000,71,female,Western,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,0,0,5,Sched33_1,0,1,0,0,1,0,0
Agent_388222,BU03634601,56,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,7,Sched57_74,1,0,0,1,2,0,0
Agent_115746,BU03631405,79,male,Dutch,1,0,0,no_current_edu,high,underweight,1,3,0,1,0,0,5,Sched41_1,1,0,0,1,1,0,0
Agent_190004,BU03632502,51,male,Dutch,1,0,0,no_current_edu,low,obese,1,1,1,0,0,0,4,Sched57_90,1,0,0,1,1,0,0
Agent_690128,BU03638300,81,female,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,3,Sched33_0,0,0,1,0,1,0,0
Agent_44108,BU03630602,36,female,Dutch,0,0,1,no_current_edu,high,underweight,0,3,0,0,0,1,4,Sched71_19,0,0,0,1,4,2,0
Agent_717270,BU03638600,37,female,Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,1,4,Sched65_4,0,1,0,0,1,0,0
Agent_677440,BU03638202,29,female,Non-Western,0,0,0,no_current_edu,low,moderate_overweight,1,1,0,0,0,1,8,Sched81_35,0,0,1,0,2,0,0
Agent_249608,BU03633102,45,male,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,0,8,Sched61_42,1,0,0,1,4,3,0
Agent_749558,BU03638807,55,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,8,Sched49_137,0,0,0,1,3,0,0
Agent_500523,BU03636000,27,female,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,0,1,0,1,1,Sched85_6,0,0,1,0,3,1,0
Agent_783280,BU03639102,40,male,Western,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,1,4,Sched77_50,1,1,0,0,4,2,0
Agent_826974,BU03639406,27,female,Western,0,0,0,no_current_edu,low,moderate_overweight,1,1,1,1,1,1,7,Sched81_51,0,1,0,0,4,0,0
Agent_282624,BU03633405,27,female,Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,1,Sched85_10,0,1,0,0,2,1,0
Agent_26045,BU03630405,44,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched69_75,0,0,0,1,3,2,0
Agent_677350,BU03638202,27,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,1,7,Sched85_17,0,0,0,1,2,1,0
Agent_696211,BU03638401,19,male,Non-Western,0,0,0,middle,low,normal_weight,1,1,1,0,0,0,2,Sched8_3,1,0,1,0,4,0,0
Agent_679131,BU03638203,14,female,Non-Western,0,1,0,low,0,moderate_overweight,0,1,1,1,0,0,1,Sched18_104,0,0,1,0,4,0,0
Agent_760110,BU03638901,84,female,Non-Western,1,0,0,no_current_edu,middle,normal_weight,0,2,0,1,0,0,2,Sched35_38,0,0,1,0,1,0,0
Agent_749144,BU03638807,27,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,0,0,10,Sched89_33,1,0,0,1,3,0,0
Agent_869005,BU03639702,33,male,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,1,3,Sched89_46,1,0,1,0,3,0,0
Agent_719519,BU03638600,71,female,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,0,1,0,6,Sched37_40,0,0,0,1,2,1,0
Agent_715078,BU03638600,19,male,Non-Western,0,0,0,middle,low,normal_weight,0,1,0,1,0,1,1,Sched10_14,1,0,1,0,2,0,0
Agent_122723,BU03631601,24,male,Non-Western,0,0,0,low,low,normal_weight,1,1,0,1,0,1,6,Sched8_18,1,0,1,0,4,0,0
Agent_421344,BU03634905,5,male,Dutch,0,1,0,no_current_edu,0,normal_weight,0,1,1,1,0,0,1,SchedChild_1,1,0,0,1,4,0,0
Agent_576828,BU03637001,1,male,Western,0,1,0,no_current_edu,0,0,1,1,1,1,0,0,1,SchedBaby_1,1,1,0,0,3,0,0
Agent_607797,BU03637600,41,female,Non-Western,1,0,0,no_current_edu,middle,obese,0,2,0,1,0,0,3,Sched67_1,0,0,1,0,1,0,0
Agent_434666,BU03635200,66,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,10,Sched33_1,0,0,0,1,4,0,0
Agent_91615,BU03631201,63,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,10,Sched57_98,1,0,0,1,2,0,0
Agent_94186,BU03631301,14,male,Dutch,0,1,0,low,0,underweight,0,1,1,1,0,0,1,Sched26_57,1,0,0,1,4,0,0
Agent_160690,BU03632101,85,female,Non-Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,0,0,0,5,Sched33_0,0,0,1,0,1,0,0
Agent_779127,BU03639101,20,female,Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,1,8,Sched5_1,0,1,0,0,2,1,0
Agent_568211,BU03636911,15,female,Non-Western,0,1,0,low,low,moderate_overweight,1,1,0,1,0,1,5,Sched16_43,0,0,1,0,2,0,0
Agent_35806,BU03630502,62,male,Western,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,8,Sched57_95,1,1,0,0,3,0,0
Agent_387780,BU03634601,49,male,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,1,1,5,Sched57_58,1,1,0,0,1,0,0
Agent_803620,BU03639305,22,male,Non-Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,1,3,Sched13_3,1,0,1,0,3,1,0
Agent_166813,BU03632400,19,female,Western,1,0,0,high,middle,normal_weight,1,2,0,0,1,1,9,Sched0_10,0,1,0,0,1,0,1
Agent_543700,BU03636606,43,female,Dutch,0,0,0,no_current_edu,low,normal_weight,1,1,1,1,0,1,6,Sched65_12,0,0,0,1,3,0,0
Agent_866418,BU03639701,22,male,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,3,Sched9_7,1,0,1,0,1,0,0
Agent_391182,BU03634700,56,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,1,10,Sched53_1,0,0,0,1,5,4,0
Agent_607785,BU03637600,40,female,Non-Western,0,0,0,no_current_edu,low,normal_weight,1,1,1,0,1,0,5,Sched65_2,0,0,1,0,2,0,0
Agent_597200,BU03637402,39,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,0,0,0,10,Sched69_60,0,0,0,1,3,1,0
Agent_357441,BU03634201,64,female,Dutch,0,0,1,no_current_edu,middle,obese,0,2,0,1,0,0,3,Sched55_8,0,0,0,1,4,2,0
Agent_860338,BU03639605,91,male,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,2,Sched41_1,1,0,1,0,1,0,0
Agent_702509,BU03638402,44,female,Western,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,10,Sched69_22,0,1,0,0,4,2,0
Agent_33962,BU03630502,6,male,Dutch,0,1,0,low,0,obese,0,1,0,1,0,1,1,SchedChild_1,1,0,0,1,4,0,0
Agent_746968,BU03638805,91,female,Dutch,1,0,0,no_current_edu,high,moderate_overweight,0,3,1,1,1,1,4,Sched35_122,0,0,0,1,1,0,0
Agent_425074,BU03635101,14,female,Dutch,0,1,0,low,0,normal_weight,0,1,1,1,0,1,2,Sched18_108,0,0,0,1,2,0,0
Agent_737477,BU03638704,24,male,Non-Western,1,0,0,middle,low,normal_weight,1,1,0,1,0,1,1,Sched8_16,1,0,1,0,1,0,0
Agent_310990,BU03633703,53,male,Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,1,10,Sched57_21,1,1,0,0,1,0,0
Agent_851621,BU03639601,69,female,Non-Western,1,0,0,no_current_edu,low,obese,1,1,1,1,1,0,2,Sched33_1,0,0,1,0,1,0,0
Agent_759444,BU03638901,53,female,Non-Western,0,0,1,no_current_edu,middle,obese,1,2,0,0,0,0,3,Sched53_32,0,0,1,0,4,2,0
Agent_323651,BU03633802,52,female,Western,0,0,0,no_current_edu,high,normal_weight,0,3,1,1,1,0,1,Sched51_61,0,1,0,0,3,0,0
Agent_69449,BU03630800,72,male,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,1,5,Sched41_1,1,0,0,1,4,0,0
Agent_560331,BU03636805,16,female,Non-Western,0,1,0,middle,low,normal_weight,1,1,1,1,1,0,5,Sched16_145,0,0,1,0,3,0,0
Agent_379482,BU03634404,25,female,Dutch,0,0,0,high,high,normal_weight,0,3,1,1,0,1,3,Sched82_6,0,0,0,1,3,0,1
Agent_65273,BU03630706,46,female,Western,0,0,1,no_current_edu,high,obese,1,3,0,1,0,0,10,Sched53_1,0,1,0,0,4,2,0
Agent_747015,BU03638806,3,male,Non-Western,0,1,0,no_current_edu,0,0,1,1,1,0,0,0,3,SchedBaby_1,1,0,1,0,3,0,0
Agent_543121,BU03636605,71,female,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,0,5,Sched37_59,0,0,0,1,4,2,0
Agent_318499,BU03633706,31,female,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,0,1,0,1,9,Sched85_9,0,0,1,0,4,2,0
Agent_181459,BU03632500,2,female,Dutch,0,1,0,no_current_edu,0,0,1,1,0,1,0,1,9,SchedBaby_1,0,0,0,1,3,0,0
Agent_836347,BU03639411,36,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,0,0,0,6,Sched73_21,1,0,1,0,1,0,0
Agent_670852,BU03638200,57,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,0,1,1,2,Sched57_0,1,0,1,0,1,0,0
Agent_257129,BU03633201,4,female,Non-Western,0,1,0,no_current_edu,0,normal_weight,1,1,0,1,0,0,5,SchedChild_1,0,0,1,0,4,0,0
Agent_868949,BU03639702,35,male,Dutch,1,0,0,no_current_edu,high,normal_weight,0,3,1,1,1,0,3,Sched75_0,1,0,0,1,1,0,0
Agent_217449,BU03632803,27,female,Western,0,0,1,no_current_edu,high,obese,1,3,0,1,0,0,1,Sched85_2,0,1,0,0,4,3,0
Agent_843604,BU03639500,47,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,0,1,0,1,8,Sched53_0,0,0,0,1,2,1,0
Agent_104045,BU03631400,54,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,5,Sched57_144,1,0,0,1,1,0,0
Agent_220251,BU03632900,25,female,Dutch,0,0,0,high,high,normal_weight,1,3,0,1,0,0,2,Sched80_5,0,0,0,1,2,0,1
Agent_5410,BU03630102,26,female,Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,1,Sched81_28,0,1,0,0,1,0,0
Agent_341394,BU03634001,52,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,0,1,1,1,7,Sched53_35,0,0,0,1,4,3,0
Agent_644403,BU03637803,39,male,Non-Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,9,Sched73_2,1,0,1,0,1,0,0
Agent_74553,BU03630901,24,female,Dutch,0,0,1,high,high,normal_weight,1,3,0,1,0,1,3,Sched4_2,0,0,0,1,3,1,1
Agent_530586,BU03636502,33,male,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,1,0,3,Sched89_19,1,1,0,0,1,0,0
Agent_380395,BU03634404,75,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,8,Sched41_3,1,0,0,1,3,0,0
Agent_723367,BU03638601,50,female,Dutch,1,0,0,no_current_edu,low,moderate_overweight,1,1,0,0,0,0,1,Sched49_123,0,0,0,1,1,0,0
Agent_461120,BU03635403,82,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,0,0,0,1,2,Sched37_137,0,0,0,1,2,1,0
Agent_42746,BU03630602,6,female,Dutch,0,1,0,low,0,normal_weight,0,1,0,1,0,0,1,SchedChild_1,0,0,0,1,4,0,0
Agent_739498,BU03638801,16,female,Dutch,0,1,0,no_current_edu,low,obese,1,1,1,1,0,0,9,Sched17_87,0,0,0,1,3,0,0
Agent_58378,BU03630611,53,female,Non-Western,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,1,Sched49_104,0,0,1,0,1,0,0
Agent_793942,BU03639301,30,female,Western,0,0,1,no_current_edu,high,normal_weight,1,3,0,1,0,0,5,Sched85_11,0,1,0,0,6,4,0
Agent_867755,BU03639702,3,male,Non-Western,0,1,0,no_current_edu,0,0,0,1,1,1,0,0,1,SchedBaby_1,1,0,1,0,3,0,0
Agent_252300,BU03633200,21,female,Dutch,0,0,0,high,middle,obese,1,2,0,1,0,1,8,Sched0_18,0,0,0,1,4,0,1
Agent_509707,BU03636100,55,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,4,Sched61_31,1,0,0,1,4,2,0
Agent_244763,BU03633101,40,female,Non-Western,0,0,1,middle,low,obese,1,1,0,1,0,1,1,Sched68_13,0,0,1,0,3,1,0
Agent_536612,BU03636602,32,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,0,3,1,1,0,0,1,Sched91_2,1,0,0,1,2,0,0
Agent_395309,BU03634703,26,female,Dutch,0,0,0,no_current_edu,high,normal_weight,0,3,0,1,0,1,2,Sched83_1,0,0,0,1,4,0,0
Agent_42701,BU03630602,3,male,Western,0,1,0,no_current_edu,0,0,1,1,1,1,0,1,1,SchedBaby_1,1,1,0,0,4,0,0
Agent_621773,BU03637702,24,male,Non-Western,1,0,0,high,high,normal_weight,1,3,0,1,0,1,10,Sched8_19,1,0,1,0,1,0,1
Agent_259349,BU03633201,53,male,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,0,6,Sched61_2,1,0,0,1,3,2,0
Agent_292532,BU03633504,20,male,Non-Western,0,0,1,middle,low,obese,1,1,1,1,1,0,2,Sched12_6,1,0,1,0,4,3,0
Agent_674281,BU03638201,38,male,Western,1,0,0,no_current_edu,high,underweight,1,3,1,0,1,0,6,Sched73_24,1,1,0,0,1,0,0
